file,length_offset,text_offset,byte_length,original_text,translation
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,245842,245846,130,韩菱纱：可恶！我们尽快离开这儿，这柳家真是莫名其妙，连你这种山顶野人都要收作女婿，说不定他女儿比你大上十岁八岁，早已经徐娘半老了！,"Han Lingsha: How infuriating! Let's leave this place quickly. This Liu family is utterly ridiculous-they even want to take a mountain barbarian like you as their son-in-law. Maybe their daughter is eight or ten years older than you, already past her prime!"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,245985,245989,36,云天河：唔……菱纱，什么叫“贼”啊？,"Yun Tianhe: Hmm... Lingsha, what does 'thief' mean?"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,246034,246038,80,韩菱纱：什么？！你哪里听来的？！是那个柳大人说的对不对？他说我是偷东西的小贼？！,Han Lingsha: What?! Where did you hear that?! Was it that Lord Liu who said it? Did he say I was a little thief who steals things?!
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,246127,246131,50,云天河：是、是啊，他讲的时候还一副不高兴的样子……,"Yun Tianhe: Y... yes, he said it with an unhappy look on his face..."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,246190,246194,114,韩菱纱：胡说！我韩家子孙习风水堪舆、通机关巧槛，世世代代都是独行千里的陵墓大盗，又哪里是白痴小毛贼可以相提并论的？,"Han Lingsha: Nonsense! We descendants of the Han family study feng shui and geomancy, understand mechanisms and traps. For generations, we have been lone tomb raiders and great bandits traveling thousands of miles-great bandits! How could we be compared to some stupid little thief?"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,246317,246321,40,韩菱纱：以后不许说我是贼，不然我翻脸了！,"Han Lingsha: From now on, don't call me a thief, or I'll get angry!"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,246370,246374,38,云天河：哦……那你去我爹娘的墓，是……,"Yun Tianhe: Oh... Then you went to my parents' grave, is that..."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,246429,246433,132,韩菱纱：…………我、我上山是为了找剑仙的宝物，绝对没有冒犯他们的意思，墓室毁了我也很抱歉，所以现在要将功补过，帮忙找你爹娘的消息……,"Han Lingsha: ...... I, I came up the mountain to find the sword immortals' treasure, and I had absolutely no intention to offend them. I'm also sorry the tomb chamber was destroyed, so now I want to make amends by helping you find news of your parents..."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,246574,246578,28,云天河：呵呵，还是你对我好。,"Yun Tianhe: Hehe, you're still the one who's good to me."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,246615,246619,88,韩菱纱：什、什么啊，一个大男生讲这种话也不害臊……还有……你要在床上坐多久！起床走了啦！,"Han Lingsha: Wh-what's this, a big guy saying such things without feeling embarrassed... And... how long are you going to sit on the bed! Get up, let's go!"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,246725,246729,56,云天河：（呵呵，柳波波的女儿夸我爹是大英雄～她是好人。）,"Yun Tianhe: (Hehe, Ankle Liu's daughter praised Father as a great hero~ She's a good person.)"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,246794,246798,84,云天河：（……菱纱老爱生气，爹常说我让他生气，容易伤肝，这样不好，我得和她说说……）,"Yun Tianhe: (...Lingsha gets angry so easily. Father often said I made him angry, which easily harms the liver. That's not good. I should talk to her about it...)"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,246891,246895,54,云天河：（……睏了……今天的饭菜真香……真是好吃……）,Yun Tianhe: (...Sleepy... today's meal was so fragrant... really delicious...)
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,246967,246971,30,云天河：唔～睡得好沉，真舒服。,"Yun Tianhe: Mmm~ Slept so soundly, feels great."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,247010,247014,88,云天河：<colour red=255 green=187 blue=0 alpha=255>不晓得菱纱起床没有，去找她～</colour>,"Yun Tianhe: <colour red=255 green=187 blue=0 alpha=255>Wonder if Lingsha's up yet, gonna go find her~</colour>"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,247111,247115,52,云天河：喂，你……知不知道菱纱在哪？带我去找她行吗？,"Yun Tianhe: Hey, you... do you know where Lingsha is? Can you take me to find her?"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,247176,247180,26,禄蓉：啊，是未来的姑爷……,"Lurong: Ah, it's the future Young Master..."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,247215,247219,147,禄蓉：不对、不对，是云公子，<colour red=255 green=187 blue=0 alpha=255>老爷请你睡醒后去前厅，</colour><dc0>我家小姐和韩姑娘都已经等在那里了。</dc0>,"Lurong: No, no, it's Mr. Yun.<colour red=255 green=187 blue=0 alpha=255> The master requests you come to the front hall after you wake,</colour><dc0> my lady and Miss Han are already waiting there.</dc0>"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,247375,247379,22,禄蓉：禄蓉就先告退了～,Lurong: Lurong will take her leave now~
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,247410,247414,113,云天河：（……干嘛这么急，我还没问<colour red=255 green=187 blue=0 alpha=255>前厅</colour><dc0>是哪里……）</dc0>,Yun Tianhe: (...Why so urgent? I haven't even asked<colour red=255 green=187 blue=0 alpha=255> where the front hall</colour><dc0> is...)</dc0>
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,247536,247540,38,云天河：（算了，边走边找，总能找到。）,"Yun Tianhe: (Forget it, we'll search as we walk, we'll find it eventually.)"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,247587,247591,70,柳世封：哈哈，贤侄～来得正好，我们正要向韩姑娘说女萝岩之事，你也听听。,"Liu Shifeng: Haha, dear nephew~ Perfect timing. We were just about to tell Miss Han about the Nvluo Rock incident; you listen too."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,247670,247674,18,云天河：哦，好……,"Yun Tianhe: Oh, okay..."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,247701,247705,112,柳世封：说来惭愧，我初来寿阳时，治理无方，此地百姓虽不至困顿潦倒，却也绝非大有余钱，行商买卖之人更是少之又少……,"Liu Shifeng: To my shame, when I first came to Shouyang, my governance was poor. The people here, though not destitute, were far from wealthy, and merchants were few and far between..."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,247826,247830,82,阮慈：老爷何必耿耿于怀，尽人事而后听天命，璃儿后来帮了寿阳百姓，不也是一种福缘吗？,"Ruan Ci: My lord, why dwell on it? Do your best and leave the rest to fate. Lili later helped the people of Shouyang-isn't that also a kind of blessing?"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,247921,247925,144,柳世封：夫人说的甚是！多亏璃儿巧手，把山上的“离香草”做成熏香，从此各地商贩争相竞买，连京城里的贵人都对这种香赞不绝口，寿阳也才有了今日的富庶。,"Liu Shifeng: My wife speaks wisely! Thanks to Lili's skillful hands, turning the mountain's 'Parting Herb' into incense, merchants from all over now compete to buy it. Even nobles in the capital praise this incense endlessly, which is why Shouyang has become so prosperous today."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,248086,248090,58,云天河：唔……这样很、很好啊……和妖、唔……怪有什么相干？,"Yun Tianhe: Hmm...That's... that's very, very good... What does it have to do with...yao... mmm... yaoguais?"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,248166,248170,34,韩菱纱：笨蛋！不要边吃东西边说话！,Han Lingsha: Idiot! Don't talk while eating!
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,248213,248217,48,韩菱纱：还有那糕点，你从哪里拿的？太没礼貌了吧！,"Han Lingsha: And that dim sum, where did you get it from? That's so rude!"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,248274,248278,56,阮慈：没关系、没关系，这桌上的核桃糕原本就是留给天河的。,"Ruan Ci: It's fine, it's fine. The walnut cakes on the table were originally left for Tianhe."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,248343,248347,26,阮慈：慢慢吃，小心别噎着。,"Ruan Ci: Eat slowly, be careful not to choke."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,248389,248393,42,云天河：唔，这个好吃，我正好肚子咕咕叫了～,"Yun Tianhe: Mmm, this is tasty, my stomach's been growling~"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,248444,248448,66,韩菱纱：（……丢脸，真想当作不认识他……算了，当他不存在好了……）,"Han Lingsha: (...So embarrassing, I really wish I didn't know him... Fine, I'll just pretend he doesn't exist...)"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,248531,248535,181,柳梦璃：<colour red=255 green=187 blue=0 alpha=255>寿阳西北面的女萝岩</colour><dc0>盛产离香草，城里人多半都去那采摘，只是近半月女萝岩忽然有妖物频频伤人，如今没有人再敢接近了。</dc0>,"Liu Mengli:<colour red=255 green=187 blue=0 alpha=255> Nvluo Rock, northwest of Shouyang,</colour><dc0> is rich in Parting Herb. Most people in the city go there to gather it, but in the past half month, monsters have suddenly been frequently injuring people at Nvluo Rock, so no one dares to go near anymore.</dc0>"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,248725,248729,40,韩菱纱：麻烦，财路断了，这可是大大不妙。,"Han Lingsha: Trouble, the money trail's cut off, this is really bad."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,248778,248782,40,柳世封：老百姓心中慌恐，更是令人忧心……,Liu Shifeng: The panic among the common people is even more worrying...
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,248831,248835,66,柳梦璃：待云公子用完点心，我们就出发吧，这种事情总是越早解决越好。,"Liu Mengli: After Yun finishes his dim sum, let's set off. Such matters are always better resolved sooner."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,248910,248914,62,韩菱纱：那个傻瓜……根本不用理他嘛……事不宜迟，马上走就好了！,"Han Lingsha: That fool... There's no need to pay him any mind... No time to lose, we should leave right away!"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,248985,248989,44,柳世封：这就要走了？璃儿，爹真是不放心你……,"Liu Shifeng: Leaving already? Lili, I'm truly worried about you..."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,249042,249046,76,柳世封：你看，桌上这篮是爹嘱咐王厨娘做的点心，都是你平时爱吃的，要记得带上～,"Liu Shifeng: Look, this basket on the table contains dim sums Dad asked Chef Wang to make, all your usual favorites. Remember to take them~"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,249131,249135,50,韩菱纱：（喂喂……老伯，我们可不是去踏青玩乐……）,"Han Lingsha: (Hey hey... Old man, we're not going on a spring outing for fun...)"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,249194,249198,90,柳梦璃：爹，女儿心里记挂着事情，哪还有心情吃点心？不如等到一切解决之后，再慢慢品尝也不迟。,"Liu Mengli: Father, my heart is preoccupied with matters, how could I have the mood for dim sums? Let's wait until everything is resolved, then savor them slowly."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,249297,249301,58,云天河：你、你不吃啊？真可惜，不能浪费，那我带着吃好了——,"Yun Tianhe: You... you're not eating? What a shame, can't let it go to waste. I'll take it with me then--"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,249368,249372,34,韩菱纱：你！哼～就知道吃～吃～吃～,Han Lingsha: You! Hmph~ only know how to eat~ eat~ eat~
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,249415,249419,48,云天河：又怎么了？菱纱真爱生气……不吃就不吃……,"Yun Tianhe: What now? Lingsha really loves to get angry... Fine, don't eat then..."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,249476,249480,44,柳梦璃：爹、娘，不用挂念，我们会早去早回的。,"Liu Mengli: Father, Mother, don't worry. We'll return as soon as possible."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,249533,249537,82,柳世封：璃儿，你和天河，还有韩姑娘都要小心，万一情况不妙就跑，可不要逞强吃眼前亏。,"Liu Shifeng: Lili, you, Tianhe, and Miss Han must all be careful. If the situation turns bad, run. Don't be stubborn and get yourself into unnecessary trouble."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,249628,249632,64,云天河：柳波波，你放心，我不怕妖怪的，就怕打不过它们……呵呵～～,"Yun Tianhe: Ankle Liu, don't worry, I'm not afraid of yaoguais, just afraid I can't beat them... hehe~~"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,249705,249709,22,柳梦璃：…………走吧。,"Liu Mengli: ......, let's go."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,249740,249744,80,柳世封：唉呀～爹的宝贝女儿，你可算回来了！有没有哪里受伤？是不是遇到了什么危险？,"Liu Shifeng: Oh dear~ My precious daughter, you're finally back! Are you hurt anywhere? Did you encounter any danger?"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,249833,249837,62,柳世封：唉，怪我这老糊涂，我越想越后悔，就不应该答应让你们去！,"Liu Shifeng: Ah, it's my fault, this old fool. The more I think, the more I regret it. I shouldn't have agreed to let you go!"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,249916,249920,60,柳梦璃：爹，您别这么担心，您看，什么事也没有，大家都好好的。,"Liu Mengli: Father, don't worry so much, see, nothing's wrong, everyone's fine."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,249989,249993,66,韩菱纱：对啊，闹妖怪的事也解决了，我们虽无太大功劳，总也有些苦劳～,"Han Lingsha: Right, the yaoguai trouble is solved too. We may not have great merit, but we did put in some hard work~"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,250068,250072,62,韩菱纱：嘻嘻，县令大人你可要言而有信哦！别再让官差追着我跑了！,"Han Lingsha: Hehe, County Magistrate, you must keep your word! Don't let the constables chase me anymore!"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,250143,250147,46,柳世封：这、这真是天大的好消息！可妖怪到底……,"Liu Shifeng: This, this is truly wonderful news! But yaoguais, after all..."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,250202,250206,72,柳梦璃：爹，当时情形容女儿慢慢说来，而且女儿也另有重要的事想告诉你和娘。,"Liu Mengli: Father, let me explain the situation slowly. Also, I have other important matters to tell you and mother."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,250287,250291,38,阮慈：这倒难得～不如我们去璃儿房里谈。,Ruan Ci: That's rare~ Why don't we go talk in Lili's room.
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,250338,250342,58,阮慈：天河、韩姑娘也辛苦多时，想必累了，可以稍稍歇息一下。,"Ruan Ci: Tianhe and Miss Han have also worked hard for a long time, surely tired. You can rest a little."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,250409,250413,64,云天河：累？不会啊，比在山上打猎轻松多了，我还有使不完的力气呢！,"Yun Tianhe: Tired? Not at all, it's much easier than hunting in the mountains. I still have endless energy!"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,250502,250506,34,韩菱纱：什么使不完的力气！你过来！,Han Lingsha: What endless strength! You come here!
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,250558,250562,70,韩菱纱：算我求你别那么活宝……别人一家子要说说话，你杵在那儿当烛台啊？,"Han Lingsha: I'm begging you, stop being such a clown... The family wants to talk, are you going to stand there like a candlestick?"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,250650,250654,60,韩菱纱：各位～不用管我们啦，我和天河先四处逛逛，你们慢慢聊。,Han Lingsha: Everyone~ Don't mind us. Tianhe and I will wander around first-you chat slowly.
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,250732,250736,38,云天河：菱纱，你要去哪玩？我们一起去～,"Yun Tianhe: Lingsha, where do you want to go play? Let's go together~"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,250783,250787,18,韩菱纱：……不要。,Han Lingsha: ...No.
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,250814,250818,72,韩菱纱：怎么说我都是女孩子，也有一两个自己的小秘密，不能老和你粘在一块。,"Han Lingsha: I am a girl, after all, and I have a few secrets of my own. I can't always be stuck to you."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,250899,250903,30,云天河：小秘密？我不能知道吗？,Yun Tianhe: A few secrets? Can't I know?
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,250942,250946,34,韩菱纱：你找碴啊，都说是秘密了……,Han Lingsha: Are you picking a fight? I said secrets...
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,250989,250993,149,韩菱纱：总之，你无聊的话，就自己去街上走走，或者<colour red=255 green=187 blue=0 alpha=255>在柳家逛逛</colour><dc0>，反正这里够大，风景又不错！</dc0>,"Han Lingsha: Anyway, if you're bored, just take a walk around the streets yourself, or<colour red=255 green=187 blue=0 alpha=255> wander around the Liu mansion</colour><dc0>, it's big enough here and the scenery is nice!</dc0>"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,251159,251163,26,韩菱纱：嘻嘻，待会儿再见～,"Han Lingsha: Hehe, see you later~"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,251218,251222,32,云天河：……咳咳……又是这招……,Yun Tianhe: ... Ahem... this move again...
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,251263,251267,52,禄翠：韩、韩姑娘不见了？！真的，“嘭”的一下就没了！,"Lucui: Miss Han, Miss Han is gone?! Really, she disappeared with a 'poof'!"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,251328,251332,42,柳心：那肯定是仙法！小姐的朋友就是了不得！,Liu Xin: That must be immortal art! Miss's friends are truly amazing!
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,251383,251387,16,云天河：…………,Yun Tianhe: ......
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,251421,251425,26,禄蓉：咦？是未来的姑爷呀？,Lurong: Huh? Is it the future Young Master?
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,251460,251464,66,禄蓉：小姐正在亭子里呢，好像有什么烦心事，您可要想想法子哄她开心～,Lurong: My lady is in the pavilion. She seems troubled by something. You should think of a way to cheer her up~
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,251539,251543,18,云天河：我？我去？,Yun Tianhe: Me? I go?
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,251570,251574,34,禄蓉：是呀，当然要姑爷去才行，嘻！,"Lurong: Yes, of course our Young Master must go, hehe!"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,251632,251636,18,柳梦璃：是云公子？,Liu Mengli: Is it Yun?
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,251663,251667,18,云天河：啊！是我。,Yun Tianhe: Ah! It's me.
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,251694,251698,40,云天河：唔……刚才那女孩，说你不高兴……,Yun Tianhe: Hmm... That girl just now said you were unhappy...
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,251755,251759,88,柳梦璃：别听她的，禄蓉这丫头就喜欢添油加醋，我只是想到要和爹娘分开那么久，有点不习惯……,Liu Mengli: Don't listen to her. Lurong likes to exaggerate. I'm just not used to the thought of being away from my parents for so long...
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,251856,251860,70,柳梦璃：对了，爹和娘答应我了，以后我就能跟着云公子、还有菱纱四处游历～,"Liu Mengli: By the way, Father and Mother have agreed. From now on, I can travel with Yun and Lingsha~"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,251939,251943,30,云天河：那……那真是太好了……,Yun Tianhe: Then... that's really great...
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,251982,251986,26,云天河：你，很想当剑仙吗？,Yun Tianhe: You really want to be a sword immortal?
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,252021,252025,112,柳梦璃：……从小到大，我都在这个府邸里，过了一天又一天，可有的时候，我也会想知道自己究竟从哪里来，发生过什么……,"Liu Mengli: ... From childhood till now, I've spent day after day in this mansion. But sometimes, I also wonder where I truly come from and what happened..."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,252146,252150,89,柳梦璃：在我的脑海里总闪过一些奇异的景象，说不定……说不定到了外面，就能找到什么线索…… ,"Liu Mengli: Strange scenes always flash through my mind. Perhaps... perhaps once I go outside, I can find some clues..."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,252248,252252,32,云天河：我爹……他什么都没说吗？,Yun Tianhe: My father... he didn't say anything?
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,252293,252297,108,柳梦璃：云叔肯定有他的理由，或许连他也不知道呢。再说，爹和娘都很疼我，能遇上他们，我已是天底下最幸运的人了。,"Liu Mengli: Uncle Yun must have his reasons, maybe even he doesn't know. Besides, Father and Mother love me dearly. Meeting them makes me the luckiest person in the world."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,252414,252418,26,云天河：嗯！你、你说的对！,Yun Tianhe: Mm! Y-you're right!
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,252453,252457,76,云天河：柳波波他们是好人～我说不上来，不过像你们这样一直在一起，也挺不错的。,"Yun Tianhe: Uncle Liu and them are good people~ I can't explain it, but being together like you are seems pretty nice."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,252542,252546,84,柳梦璃：……如果你愿意，也可以把他们当成你的爹娘……我听说，你娘也是很早就过世了……,"Liu Mengli: ... If you're willing, you can also think of them as your parents... I heard your mother also passed away very early..."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,252639,252643,22,云天河：啊？不用不用！,Yun Tianhe: Huh? No no!
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,252674,252678,90,云天河：我是说……我不能抢走你的爹娘，还有啊，我要是喊别人作“爹”，老爹说不定真要气歪了！,"Yun Tianhe: What I mean is... I can't take your parents away. Also, if I called someone else 'Dad', my old man would probably be furious!"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,252785,252789,34,柳梦璃：嘻，云叔哪有你说的那么凶。,"Liu Mengli: Hehe, Uncle Yun isn't as fierce as you say."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,252832,252836,40,云天河：……梦、梦璃，我能问你一件事吗？,"Yun Tianhe: ... Meng, Mengli, can I ask you something?"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,252885,252889,13,柳梦璃：嗯？ ,Liu Mengli: Hmm?
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,252911,252915,96,云天河：柳波波他总是喊我“咸枝”，还有这里的女孩叫我“姑爷”，我都不明白是怎么一回事，你知道吗？,"Yun Tianhe: Uncle Liu always calls me 'Wordy-net-few', and the girls here call me future 'Young Master'. I don't understand what's going on. Do you know?"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,253028,253032,22,柳梦璃：贤芝……贤侄？,Liu Mengli: Wordy-net-few... worthy nephew?
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,253063,253067,38,柳梦璃：云公子，云叔教过你读书写字吗？,"Liu Mengli: Yun, did Uncle Yun teach you to read and write?"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,253114,253118,92,云天河：爹教过一些，他还留了几本书给我念，呵呵，不过烤肉的时候为了生火方便，差不多都烧掉了。,"Yun Tianhe: Dad taught me some, and he left a few books for me to read, hehe, but I burned most of them to make fire for roasting meat."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,253219,253223,78,柳梦璃：这么说来，你只是不晓得哪些字该对上哪些意思，以后我找时间慢慢告诉你吧～,"Liu Mengli: So, you just don't know which words match which meanings. I'll find time to teach you slowly later~"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,253310,253314,60,云天河：好、好啊！我多学点，也省得菱纱老说会被我气死，哈哈～,"Yun Tianhe: Okay, okay! I'll learn more, so Lingsha won't keep saying I'll annoy her to death, haha~"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,253383,253387,108,柳梦璃：…………至于“姑爷”……那是丫头们闹着玩的，别理她们～她们大概听了我爹的话，以为我和云公子要成亲呢。,"Liu Mengli: ...... As for 'Young Master'... that's just the maids joking around, ignore them~ They probably heard my father and think I'm going to marry Yun."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,253504,253508,22,云天河：成亲？啥意思？,Yun Tianhe: Marry? What's that mean?
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,253539,253543,119,柳梦璃：……简单些说，假如有个女孩子看着你心里舒坦，便会想要嫁给你，从今往后两个人一生一世都厮守在一起，永远也不分离。 ,"Liu Mengli: ...Simply put, if a girl feels happy looking at you, she'll want to marry into your family. From then on, the two of you stay together for a lifetime, never parting."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,253671,253675,88,云天河：哦～听起来……还挺不错的，呵呵。可是……那个……连、连去茅房都要一起，不太好吧？,"Yun Tianhe: Oh~ sounds... pretty good, hehe. But... that... even, even going to the outhouse together, isn't that a bit much?"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,253772,253776,38,柳梦璃：…………噗～～云公子真是有趣。,"Liu Mengli: ...... Pfft~ Yun, you're really amusing."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,253823,253827,82,柳梦璃：时候也不早了，我还有事要出府一趟，明日再见吧，到时有件东西要送给云公子呢。,"Liu Mengli: It's getting late. I have matters to attend to outside the manor. Until tomorrow. I have something to give you then, Yun."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,253918,253922,37,云天河：送我东西？真的吗？！是什么？ ,Yun Tianhe: Giving me something? Really?! What is it?
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,253968,253972,30,柳梦璃：秘密～云公子见了便知。,"Liu Mengli: It's a secret~ You'll know when you see it, Mr. Yun."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,254011,254015,40,柳梦璃：云公子……有件事我还想要谢谢你。,"Liu Mengli: Yun, I have something else I want to thank you for."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,254064,254068,18,云天河：啊？什么？,Yun Tianhe: Huh? What?
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,254102,254106,72,柳梦璃：你对那两个人说，女萝岩里没有妖怪，我……很谢谢你愿意帮槐米他们。,Liu Mengli: You told those two there are no yaoguais in Nvluo Rock. I... thank you for being willing to help Huaimi and the others.
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,254187,254191,22,云天河：那也没什么……,Yun Tianhe: That's nothing...
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,254222,254226,64,柳梦璃：云公子你是个好人，让我想起云叔……你们都有一副好心肠……,"Liu Mengli: Yun, you are a good person. You remind me of Uncle Yun... You both have kind hearts..."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,254299,254303,40,云天河：（奇怪，怎么女孩子都有秘密……）,"Yun Tianhe: (Strange, why do girls all have secrets...)"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,254359,254363,42,韩菱纱：哈哈，情意绵绵的，我可全听见了！！,"Han Lingsha: Haha, all that affection-I heard everything!!"
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,254423,254427,58,韩菱纱：无聊～看我突然出现，你都不会吓一跳，连眉毛都不动。,"Han Lingsha: Boring~ I suddenly appear, and you don't even get startled, not even an eyebrow twitch."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,254494,254498,52,云天河：我爹说过，男子汉立世无所畏惧，没什么好怕的。,"Yun Tianhe: My father said, a real man faces the world without fear, there's nothing to be afraid of."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,254559,254563,52,韩菱纱：好啦好啦，开个玩笑嘛，干嘛严肃得像根木头……,"Han Lingsha: Alright, alright, just joking, why so serious like a block of wood..."
.\pal4-pack-tool\ToBeCompressed-script\Q03.csb,254624,254628,50,韩菱纱：我问你，你真的想好了？要和梦璃一起去求仙？,"Han Lingsha: I'm asking you, have you really thought it through? You want to seek immortality with Mengli?"
